ticker,Name,Sector,Industry
KEG,"Key Energy Services, Inc.",Energy,Oilfield Services/Equipment
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KEY,KeyCorp,Finance,Major Banks
KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components
KFRC,"Kforce, Inc.",Technology,Professional Services
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts
KE,"Kimball Electronics, Inc.",Technology,Electrical Products
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts
KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals
KND,"Kindred Healthcare, Inc.",Health Care,Hospital/Nursing Management
KGC,Kinross Gold Corporation,Basic Industries,Precious Metals
KEX,Kirby Corporation,Consumer Services,Marine Transportation
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts
KKR,KKR & Co. L.P.,Finance,Investment Managers
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components
KMG,"KMG Chemicals, Inc.",Basic Industries,Major Chemicals
KNX,"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services
KNOP,KNOT Offshore Partners LP,Consumer Services,Marine Transportation
KN,Knowles Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants
PHG,Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances
KOPN,Kopin Corporation,Technology,Semiconductors
KOP,Koppers Holdings Inc.,Basic Industries,Forest Products
KEP,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central
KFY,Korn/Ferry International,Technology,Diversified Commercial Services
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas Production
KRA,Kraton Corporation,Basic Industries,Major Chemicals
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical
KR,Kroger Company (The),Consumer Services,Food Chains
KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals
KT,KT Corporation,Public Utilities,Telecommunications Equipment
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications
LLL,"L3 Technologies, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQ,La Quinta Holdings Inc.,Consumer Services,Hotels/Resorts
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts
LHO,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts
LTM,LATAM Airlines Group S.A.,Transportation,Air Freight/Delivery Services
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LAYN,Layne Christensen Company,Basic Industries,Engineering & Construction
LAZ,Lazard Ltd.,Finance,Investment Managers
LCNB,LCNB Corporation,Finance,Major Banks
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines
LGCY,Legacy Reserves LP,Energy,Oil & Gas Production
LM,"Legg Mason, Inc.",Finance,Investment Managers
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services
LEJU,Leju Holdings Limited,Finance,Real Estate
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments
LC,LendingClub Corporation,Miscellaneous,Business Services
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services
LEN,Lennar Corporation,Basic Industries,Homebuilding
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components
LUK,Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LXP,Lexington Realty Trust,Consumer Services,Real Estate Investment Trusts
LPL,"LG Display Co., Ltd.",Capital Goods,Industrial Machinery/Components
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding
LHCG,LHC Group,Health Care,Medical/Nursing Services
LBY,"Libbey, Inc.",Capital Goods,Industrial Machinery/Components
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services
LBTYA,Liberty Global plc,Consumer Services,Television Services
LBTYK,Liberty Global plc,Consumer Services,Television Services
LVNTA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution
QVCA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution
LPT,Liberty Property Trust,Consumer Services,Real Estate Investment Trusts
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts
LPNT,"LifePoint Health, Inc.",Health Care,Hospital/Nursing Management
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LNC,Lincoln National Corporation,Finance,Life Insurance
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LYG,Lloyds Banking Group Plc,Finance,Commercial Banks
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical
L,Loews Corporation,Finance,Property-Casualty Insurers
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials
LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LXFT,"Luxoft Holding, Inc.",Technology,EDP Services
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.
WLH,Lyon William Homes,Capital Goods,Homebuilding
LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals
MBTF,M B T Financial Corp,Finance,Major Banks
MTB,M&T Bank Corporation,Finance,Major Banks
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding
MHO,"M/I Homes, Inc.",Capital Goods,Homebuilding
MCBC,Macatawa Bank Corporation,Finance,Major Banks
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MIC,Macquarie Infrastructure Corporation ,Energy,Oil Refining/Marketing
BMA,Macro Bank Inc.,Finance,Commercial Banks
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores
MAG,MAG Silver Corporation,Basic Industries,Precious Metals
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,Public Utilities,Telecommunications Equipment
MGA,"Magna International, Inc.",Capital Goods,Auto Parts:O.E.M.
MX,MagnaChip Semiconductor Corporation,Technology,Semiconductors
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MSFG,"MainSource Financial Group, Inc.",Finance,Major Banks
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation
MNK,Mallinckrodt plc,Health Care,Major Pharmaceuticals
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,Construction/Ag Equipment/Trucks
MN,"Manning & Napier, Inc.",Finance,Investment Managers
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MAN,ManpowerGroup,Technology,Professional Services
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MFC,Manulife Financial Corp,Finance,Life Insurance
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies
MCHX,"Marchex, Inc.",Miscellaneous,Business Services
MMI,"Marcus & Millichap, Inc.",Finance,Real Estate
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment
MRIN,Marin Software Incorporated,Technology,EDP Services
MPX,Marine Products Corporation,Capital Goods,Marine Transportation
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MKL,Markel Corporation,Finance,Property-Casualty Insurers
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,Finance,Major Banks
VAC,Marriot Vacations Worldwide Corporation,Finance,Real Estate
MAR,Marriott International,Consumer Services,Hotels/Resorts
MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services
MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MAS,Masco Corporation,Basic Industries,Forest Products
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DOOR,Masonite International Corporation,Basic Industries,Forest Products
MTZ,"MasTec, Inc.",Basic Industries,Water Supply
MA,Mastercard Incorporated,Miscellaneous,Business Services
MTDR,Matador Resources Company,Energy,Oil & Gas Production
MTRN,Materion Corporation,Capital Goods,Industrial Specialties
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction
MATX,"Matson, Inc.",Consumer Services,Marine Transportation
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,Technology,EDP Services
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MMS,"Maximus, Inc.",Miscellaneous,Business Services
MXL,"MaxLinear, Inc",Technology,Semiconductors
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,Finance,Major Banks
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants
MUX,McEwen Mining Inc.,Basic Industries,Precious Metals
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals
MDCA,MDC Partners Inc.,Technology,Advertising
MDU,"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MTL,Mechel PAO,Basic Industries,Steel/Iron Ore
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software
MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management
MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,Finance,Major Banks
MERC,Mercer International Inc.,Basic Industries,Paper
MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals
MCY,Mercury General Corporation,Finance,Property-Casualty Insurers
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments
MTH,Meritage Corporation,Capital Goods,Homebuilding
MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MSB,Mesabi Trust,Basic Industries,Precious Metals
MEOH,Methanex Corporation,Basic Industries,Major Chemicals
MEI,"Methode Electronics, Inc.",Capital Goods,Electrical Products
MET,"MetLife, Inc.",Finance,Life Insurance
MTD,"Mettler-Toledo International, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central
MTG,MGIC Investment Corporation,Finance,Property-Casualty Insurers
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
KORS,Michael Kors Holdings Limited,Consumer Non-Durables,Apparel
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MU,"Micron Technology, Inc.",Technology,Semiconductors
MSCC,Microsemi Corporation,Technology,Semiconductors
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MLR,"Miller Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
MTU,Mitsubishi UFJ Financial Group Inc,Finance,Commercial Banks
MFG,"Mizuho Financial Group, Inc.",Finance,Major Banks
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications
MBT,Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software
MODN,"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing"
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.
MLNK,"ModusLink Global Solutions, Inc",Miscellaneous,Business Services
MC,Moelis & Company,Finance,Investment Managers
MOH,Molina Healthcare Inc,Health Care,Medical Specialities
TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution)
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket
MON,Monsanto Company,Basic Industries,Agricultural Chemicals
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service
MORN,"Morningstar, Inc.",Finance,Investment Managers
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties
MPLX,MPLX LP,Energy,Natural Gas Distribution
MRC,MRC Global Inc.,Capital Goods,Industrial Machinery/Components
MSA,MSA Safety Incorporporated,Health Care,Industrial Specialties
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components
MSCI,MSCI Inc,Miscellaneous,Business Services
MTGE,MTGE Investment Corp.,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components
MLI,"Mueller Industries, Inc.",Capital Goods,Metal Fabrications
MWA,MUELLER WATER PRODUCTS,Capital Goods,Metal Fabrications
LABL,Multi-Color Corporation,Miscellaneous,Publishing
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production
MVO,MV Oil Trust,Energy,Oil & Gas Production
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production
NTP,Nam Tai Property Inc.,Finance,Real Estate
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NNVC,"NanoViricides, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service
NBHC,National Bank Holdings Corporation,Finance,Major Banks
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NFG,National Fuel Gas Company,Public Utilities,Oil/Gas Transmission
NGHC,National General Holdings Corp,Finance,Property-Casualty Insurers
NGG,"National Grid Transco, PLC",Public Utilities,Natural Gas Distribution
NHI,"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts
NHC,National HealthCare Corporation,Health Care,Hospital/Nursing Management
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts
SID,National Steel Company,Capital Goods,Steel/Iron Ore
NSM,Nationstar Mortgage Holdings Inc.,Finance,Finance: Consumer Services
NGS,"Natural Gas Services Group, Inc.",Energy,Oilfield Services/Equipment
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains
NRP,Natural Resource Partners LP,Energy,Coal Mining
BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NLS,"Nautilus Group, Inc. (The)",Consumer Non-Durables,Recreational Products/Toys
NAVB,"Navidea Biopharmaceuticals, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service
NCI,"Navigant Consulting, Inc.",Consumer Services,Professional Services
NVGS,Navigator Holdings Ltd.,Transportation,Marine Transportation
NM,Navios Maritime Holdings Inc.,Transportation,Marine Transportation
NMM,Navios Maritime Partners LP,Transportation,Marine Transportation
NAV,Navistar International Corporation,Capital Goods,Auto Manufacturing
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NCS,"NCI Building Systems, Inc.",Capital Goods,Metal Fabrications
NCR,NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services
NP,"Neenah Paper, Inc.",Basic Industries,Paper
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals
NNI,"Nelnet, Inc.",Finance,Finance: Consumer Services
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments
NEON,Neonode Inc.,Capital Goods,Industrial Machinery/Components
NPTN,NeoPhotonics Corporation,Technology,Semiconductors
NEPT,Neptune Technologies & Bioresources Inc,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service
NTAP,"NetApp, Inc.",Technology,Electronic Components
NTES,"NetEase, Inc.",Miscellaneous,Business Services
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",Technology,EDP Services
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NTRP,"Neurotrope, Inc.",Health Care,Major Pharmaceuticals
NVRO,Nevro Corp.,Health Care,Medical/Dental Instruments
NSU,Nevsun Resources Ltd,Basic Industries,Precious Metals
NGD,New Gold Inc.,Basic Industries,Precious Metals
NEWM,New Media Investment Group Inc.,Consumer Services,Newspapers/Magazines
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services
NEWR,"New Relic, Inc.",Technology,Computer Software: Prepackaged Software
NRZ,New Residential Investment Corp.,Consumer Services,Real Estate Investment Trusts
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts
NWY,"New York & Company, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
NYCB,"New York Community Bancorp, Inc.",Finance,Banks
NYMT,"New York Mortgage Trust, Inc.",Consumer Services,Real Estate Investment Trusts
NYRT,"New York REIT, Inc.",Consumer Services,Real Estate Investment Trusts
NYT,New York Times Company (The),Consumer Services,Newspapers/Magazines
NWL,Newell Brands Inc.,Consumer Non-Durables,Plastic Products
NFX,Newfield Exploration Company,Energy,Oil & Gas Production
NJR,NewJersey Resources Corporation,Public Utilities,Oil/Gas Transmission
NLNK,NewLink Genetics Corporation,Health Care,Major Pharmaceuticals
NEU,NewMarket Corporation,Basic Industries,Major Chemicals
NEM,Newmont Mining Corporation,Basic Industries,Precious Metals
NR,"Newpark Resources, Inc.",Energy,Metal Fabrications
NWS,News Corporation,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,Consumer Services,Newspapers/Magazines
NXST,"Nexstar Media Group, Inc.",Consumer Services,Broadcasting
NEP,"NextEra Energy Partners, LP",Public Utilities,Electric Utilities: Central
NEE,"NextEra Energy, Inc.",Public Utilities,Electric Utilities: Central
NGL,NGL ENERGY PARTNERS LP,Energy,Oil Refining/Marketing
EGOV,NIC Inc.,Miscellaneous,Business Services
NICE,NICE Ltd,Technology,Computer Manufacturing
NLSN,Nielsen N.V.,Miscellaneous,Business Services
NIHD,"NII Holdings, Inc.",Public Utilities,Telecommunications Equipment
NKE,"Nike, Inc.",Consumer Non-Durables,Shoe Manufacturing
NI,"NiSource, Inc",Public Utilities,Power Generation
NL,"NL Industries, Inc.",Basic Industries,Major Chemicals
NMIH,NMI Holdings Inc,Finance,Property-Casualty Insurers
NNBR,"NN, Inc.",Capital Goods,Metal Fabrications
NOAH,Noah Holdings Ltd.,Finance,Investment Managers
NE,Noble Corporation,Energy,Oil & Gas Production
NBL,Noble Energy Inc.,Energy,Oil & Gas Production
NOK,Nokia Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
NMR,Nomura Holdings Inc ADR,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company,Consumer Services,Restaurants
NAO,Nordic American Offshore Ltd,Transportation,Marine Transportation
NAT,Nordic American Tankers Limited,Consumer Services,Marine Transportation
NDSN,Nordson Corporation,Capital Goods,Industrial Machinery/Components
JWN,"Nordstrom, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
NSC,Norfolk Souther Corporation,Transportation,Railroads
NOA,"North American Energy Partners, Inc.",Energy,Oilfield Services/Equipment
NRT,North European Oil Royality Trust,Energy,Oil & Gas Production
NAK,"Northern Dynasty Minerals, Ltd.",Basic Industries,Precious Metals
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas Production
NTRS,Northern Trust Corporation,Finance,Major Banks
NFBK,"Northfield Bancorp, Inc.",Finance,Savings Institutions
NOC,Northrop Grumman Corporation,Capital Goods,Industrial Machinery/Components
NWBI,"Northwest Bancshares, Inc.",Finance,Major Banks
NWN,Northwest Natural Gas Company,Public Utilities,Oil/Gas Transmission
NWPX,Northwest Pipe Company,Basic Industries,Steel/Iron Ore
NWE,NorthWestern Corporation,Public Utilities,Power Generation
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation
